,name,description,short_name,id
1199,Precio medio de ofertas de balance presentadas por Portugal para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por Portugal para exportación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal exportación,1305
1200,Precio máximo de ofertas de balance presentadas por SEE para importación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE importación,1306
1201,Precio máximo de ofertas de balance presentadas por SEE para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE exportación,1307
1202,Precio máximo de ofertas de balance presentadas por Francia para importación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Francia para importación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia importación,1308
1203,Precio máximo de ofertas de balance presentadas por Francia para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Francia para exportación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia exportación,1309
1204,Precio máximo de ofertas de balance presentadas por Portugal para importación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Portugal para importación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal importación,1310
1205,Precio máximo de ofertas de balance presentadas por Portugal para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Portugal para exportación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal exportación,1311
1206,Precio máximo de ofertas de balance presentadas por SEE para importación activadas por Francia,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Francia.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE importación,1312
1207,Precio máximo de ofertas de balance presentadas por SEE para exportación activadas por Francia,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación activadas por Francia.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE exportación,1313
1208,Precio máximo de ofertas de balance presentadas por SEE para importación activadas por Portugal,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Portugal.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE importación,1314
1209,Precio máximo de ofertas de balance presentadas por SEE para exportación activadas por Portugal,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación activadas por Portugal.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE exportación,1315
1210,Precio máximo de ofertas de balance presentadas por Francia para importación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Francia para importación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia importación,1316
1211,Precio máximo de ofertas de balance presentadas por Francia para exportación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Francia para exportación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia exportación,1317
1212,Precio máximo de ofertas de balance presentadas por Portugal para importación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Portugal para importación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal importación,1318
1213,Precio máximo de ofertas de balance presentadas por Portugal para exportación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio máximo de las ofertas de balance presentadas por Portugal para exportación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal exportación,1319
1214,Precio mínimo de ofertas de balance presentadas por SEE para importación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE importación,1320
1215,Precio mínimo de ofertas de balance presentadas por SEE para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE exportación,1321
1216,Precio mínimo de ofertas de balance presentadas por Francia para importación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Francia para importación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia importación,1322
1217,Precio mínimo de ofertas de balance presentadas por Francia para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Francia para exportación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia exportación,1323
1218,Precio mínimo de ofertas de balance presentadas por Portugal para importación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Portugal para importación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal importación,1324
1219,Precio mínimo de ofertas de balance presentadas por Portugal para exportación,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Portugal para exportación.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal exportación,1325
1220,Precio mínimo de ofertas de balance presentadas por SEE para importación activadas por Francia,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Francia.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE importación,1326
1221,Precio mínimo de ofertas de balance presentadas por SEE para exportación activadas por Francia,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por el Sistema Eléctrico Español activadas por Francia.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE exportación,1327
1222,Precio mínimo de ofertas de balance presentadas por SEE para importación activadas por Portugal,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por el Sistema Eléctrico Español activadas por Portugal.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE importación,1328
1223,Precio mínimo de ofertas de balance presentadas por SEE para exportación activadas por Portugal,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por el Sistema Eléctrico Español activadas por Portugal.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",SEE exportación,1329
1224,Precio mínimo de ofertas de balance presentadas por Francia para importación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Francia para importación activadas por el Sistema Eléctrico Español

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia importación,1330
1225,Precio mínimo de ofertas de balance presentadas por Francia para exportación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Francia para exportación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Francia exportación,1331
1226,Precio mínimo de ofertas de balance presentadas por Portugal para importación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Portugal para importación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal importación,1332
1227,Precio mínimo de ofertas de balance presentadas por Portugal para exportación activadas por el SEE,"Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.

En concreto este indicador se refiere al precio mínimo de las ofertas de balance presentadas por Portugal para exportación activadas por el Sistema Eléctrico Español.

Publicación: diariamente sobre las 5:00 horas con la información del día anterior.",Portugal exportación,1333
1434,Precio energías de balance RR,"El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere al precio marginal resultante de la asignación de energías de balance de RR en distintas zonas de oferta europeas (España, República Checa, Italia Norte, Portugal y Francia). Este indicador está geo-referenciado a nivel de zona de oferta.

La fuente de la información que proporciona este dato es REE para los datos de la zona de oferta española y ENTSO-E Transparency Platform para el resto de zonas de oferta.

Publicación: cada hora con la información disponible hasta ese momento del día D se tiene un precio provisional. Al día siguiente se actualiza la información de todo el día anterior ya con el cierre.",Precio Energia Balance RR,1782
1435,Asignación a subir de energías de balance RR SEE,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las asignaciones de energía de balance de tipo RR a subir en la plataforma europea de RR para el Sistema Eléctrico Español.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Subir Energias Balance RR SEE,1783
1436,Asignación a bajar de energías de balance RR SEE,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las asignaciones de energía de balance de tipo RR a bajar en la plataforma europea de RR para el Sistema Eléctrico Español.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Bajar Energias Balance RR SEE,1784
1437,Necesidad inelástica solicitada de energías de balance RR,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las necesidades inelásticas correspondientes a los requerimientos de energías de balance RR 

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Inelastica solicitada Energias Balance RR,1787
1438,Requerimientos de terciaria subir,"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere los requerimientos en potencia de reserva de regulación terciaria a subir establecidos por el OS para cada uno de los periodos de programación del día siguiente.

Publicación: diariamente con la información del día D sobre las 5:00 horas",Requerimientos Terciaria subir,1788
1439,Requerimientos de terciaria bajar,"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere los requerimientos en potencia de reserva de regulación terciaria a bajar establecidos por el OS para cada uno de los periodos de programación del día siguiente.

Publicación: diariamente con la información del día D sobre las 5:00 horas",Requerimientos Terciaria bajar,1789
1473,Requisito máximo de control de flujo en España-Portugal en sentido exportador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito máximo de control de flujo solicitado por el OS para la interconexión entre España y Portugal en sentido exportador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito máximo Portugal exportador,1824
1474,Requisito mínimo de control de flujo en España-Portugal en sentido exportador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito mínimo de control de flujo solicitado por el OS para la interconexión entre España y Portugal en sentido exportador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito mínimo Portugal exportador,1825
1475,Requisito máximo de control de flujo en España-Portugal en sentido importador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito máximo de control de flujo solicitado por el OS para la interconexión entre España y Portugal en sentido importador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito máximo Portugal importador,1826
1476,Requisito mínimo de control de flujo en España-Portugal en sentido importador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito mínimo de control de flujo solicitado por el OS para la interconexión entre España y Portugal en sentido importador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito mínimo Portugal importador,1827
1477,Requisito máximo de control de flujo en España-Francia en sentido exportador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito máximo de control de flujo solicitado por el OS para la interconexión entre España y Francia en sentido exportador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito máximo Francia exportador,1828
1478,Requisito mínimo de control de flujo en España-Francia en sentido exportador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito mínimo de control de flujo solicitado por el OS para la interconexión entre España y Francia en sentido exportador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito mínimo Francia exportador,1829
1479,Requisito máximo de control de flujo en España-Francia en sentido importador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito máximo de control de flujo solicitado por el OS para la interconexión entre España y Francia en sentido importador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito máximo Francia importador,1830
1480,Requisito mínimo de control de flujo en España-Francia en sentido importador,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3

En concreto este indicador se refiere al requisito mínimo de control de flujo solicitado por el OS para la interconexión entre España y Francia en sentido importador.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Requisito mínimo Francia importador,1831
1495,Necesidad elástica solicitada de energías de balance RR,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las necesidades elásticas correspondientes a los requerimientos de energías de balance RR

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Elastica solicitada Energias Balance RR,1870
1507,Energía regulación terciaria a bajar asignada en QH0 de activación directa (AD QH0),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de energía de regulación terciaria directa a bajar en el primer cuarto de hora de entrega de energía.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Regulación terciaria bajar AD QH0,1883
1508,Energía regulación terciaria a subir asignada en QH0 de activación directa (AD QH0),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de energía de regulación terciaria directa a subir en el primer cuarto de hora de entrega de energía.

Publicación: en el día en curso cada cuarto de hora para el periodo cuarto-horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Regulación terciaria subir AD QH0,1884
1509,Energía regulación terciaria a bajar asignada en QH1 de activación directa (AD QH1),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de energía de regulación terciaria directa a bajar en el segundo cuarto de hora de entrega de energía.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Regulación terciaria bajar AD QH1,1885
1510,Energía regulación terciaria a subir asignada en QH1 de activación directa (AD QH1),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de energía de regulación terciaria directa a bajar en el segundo cuarto de hora de entrega de energía.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Regulación terciaria subir AD QH1,1886
1511,Necesidad regulación terciaria a bajar de activación programada (AP),"Necesidad regulación terciaria a bajar de activación programada (AP)

La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la necesidad de tipo programado de la regulación terciaria a bajar.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Necesidad regulación terciaria bajar AP,1891
